season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
2005-2006,200607,02/18/2006,Bay Area,115,3469,3.32,21
2005-2006,200607,02/18/2006,California,464,18405,2.52,92
2005-2006,200607,02/18/2006,Central,16,1542,1.04,10
2005-2006,200607,02/18/2006,Lower Southern,235,6024,3.90,23
2005-2006,200607,02/18/2006,Northern,49,2790,1.76,14
2005-2006,200607,02/18/2006,Upper Southern,49,4580,1.07,24
2005-2006,200608,02/25/2006,Bay Area,58,2785,2.08,18
2005-2006,200608,02/25/2006,California,254,14385,1.77,85
2005-2006,200608,02/25/2006,Central,15,1672,0.90,10
2005-2006,200608,02/25/2006,Lower Southern,54,2658,2.03,19
2005-2006,200608,02/25/2006,Northern,47,2717,1.73,14
2005-2006,200608,02/25/2006,Upper Southern,80,4553,1.76,24
2005-2006,200609,03/04/2006,Bay Area,53,3028,1.75,17
2005-2006,200609,03/04/2006,California,205,13926,1.47,79
2005-2006,200609,03/04/2006,Central,18,1570,1.15,9
2005-2006,200609,03/04/2006,Lower Southern,23,2229,1.03,17
2005-2006,200609,03/04/2006,Northern,47,2683,1.75,14
2005-2006,200609,03/04/2006,Upper Southern,64,4416,1.45,22
2005-2006,200610,03/11/2006,Bay Area,65,3153,2.06,18
2005-2006,200610,03/11/2006,California,448,18106,2.47,85
2005-2006,200610,03/11/2006,Central,16,1466,1.09,10
2005-2006,200610,03/11/2006,Lower Southern,261,6373,4.10,23
2005-2006,200610,03/11/2006,Northern,30,2525,1.19,11
2005-2006,200610,03/11/2006,Upper Southern,76,4589,1.66,23
2005-2006,200611,03/18/2006,Bay Area,88,3508,2.51,19
2005-2006,200611,03/18/2006,California,477,17788,2.68,86
2005-2006,200611,03/18/2006,Central,13,1593,0.82,10
2005-2006,200611,03/18/2006,Lower Southern,284,6177,4.60,23
2005-2006,200611,03/18/2006,Northern,25,1767,1.41,12
2005-2006,200611,03/18/2006,Upper Southern,67,4743,1.41,22
2005-2006,200612,03/25/2006,Bay Area,108,2965,3.64,19
2005-2006,200612,03/25/2006,California,538,17537,3.07,87
2005-2006,200612,03/25/2006,Central,16,1665,0.96,10
2005-2006,200612,03/25/2006,Lower Southern,318,5956,5.34,23
2005-2006,200612,03/25/2006,Northern,21,2488,0.84,12
2005-2006,200612,03/25/2006,Upper Southern,75,4463,1.68,23
2005-2006,200613,04/01/2006,Bay Area,67,2551,2.63,18
2005-2006,200613,04/01/2006,California,452,15939,2.84,83
2005-2006,200613,04/01/2006,Central,30,1457,2.06,9
2005-2006,200613,04/01/2006,Lower Southern,258,5597,4.61,22
2005-2006,200613,04/01/2006,Northern,18,1793,1.00,10
2005-2006,200613,04/01/2006,Upper Southern,79,4541,1.74,24
2005-2006,200614,04/08/2006,Bay Area,82,3089,2.65,18
2005-2006,200614,04/08/2006,California,431,16416,2.63,81
2005-2006,200614,04/08/2006,Central,19,1626,1.17,9
2005-2006,200614,04/08/2006,Lower Southern,244,4701,5.19,21
2005-2006,200614,04/08/2006,Northern,18,2084,0.86,10
2005-2006,200614,04/08/2006,Upper Southern,68,4916,1.38,23
2005-2006,200615,04/15/2006,Bay Area,44,3060,1.44,17
2005-2006,200615,04/15/2006,California,295,15327,1.92,73
2005-2006,200615,04/15/2006,Central,8,1404,0.57,8
2005-2006,200615,04/15/2006,Lower Southern,163,3960,4.12,18
2005-2006,200615,04/15/2006,Northern,20,2309,0.87,11
2005-2006,200615,04/15/2006,Upper Southern,60,4594,1.31,19
2005-2006,200616,04/22/2006,Bay Area,24,3148,0.76,17
2005-2006,200616,04/22/2006,California,192,15519,1.24,75
2005-2006,200616,04/22/2006,Central,3,1270,0.24,9
2005-2006,200616,04/22/2006,Lower Southern,123,4867,2.53,21
2005-2006,200616,04/22/2006,Northern,16,2387,0.67,11
2005-2006,200616,04/22/2006,Upper Southern,26,3847,0.68,17
2005-2006,200617,04/29/2006,Bay Area,17,2946,0.58,16
2005-2006,200617,04/29/2006,California,140,13162,1.06,70
2005-2006,200617,04/29/2006,Central,4,1588,0.25,9
2005-2006,200617,04/29/2006,Lower Southern,79,2394,3.30,17
2005-2006,200617,04/29/2006,Northern,11,2303,0.48,11
2005-2006,200617,04/29/2006,Upper Southern,29,3931,0.74,17
2005-2006,200618,05/06/2006,Bay Area,9,3076,0.29,17
2005-2006,200618,05/06/2006,California,165,15281,1.08,70
2005-2006,200618,05/06/2006,Central,2,1773,0.11,9
2005-2006,200618,05/06/2006,Lower Southern,134,4345,3.08,18
2005-2006,200618,05/06/2006,Northern,2,2337,0.09,11
2005-2006,200618,05/06/2006,Upper Southern,18,3750,0.48,15
2005-2006,200619,05/13/2006,Bay Area,5,2761,0.18,14
2005-2006,200619,05/13/2006,California,129,14940,0.86,65
2005-2006,200619,05/13/2006,Central,2,1656,0.12,8
2005-2006,200619,05/13/2006,Lower Southern,101,4478,2.26,17
2005-2006,200619,05/13/2006,Northern,7,2273,0.31,11
2005-2006,200619,05/13/2006,Upper Southern,14,3772,0.37,15
2005-2006,200620,05/20/2006,Bay Area,7,2237,0.31,14
2005-2006,200620,05/20/2006,California,147,14593,1.01,62
2005-2006,200620,05/20/2006,Central,0,1638,0.00,8
2005-2006,200620,05/20/2006,Lower Southern,103,4728,2.18,16
2005-2006,200620,05/20/2006,Northern,10,2224,0.45,9
2005-2006,200620,05/20/2006,Upper Southern,27,3766,0.72,15
2005-2006,200621,05/27/2006,Bay Area,4,2815,0.14,12
2005-2006,200621,05/27/2006,California,98,11086,0.88,39
2005-2006,200621,05/27/2006,Central,2,1253,0.16,4
2005-2006,200621,05/27/2006,Lower Southern,81,3928,2.06,10
2005-2006,200621,05/27/2006,Northern,1,1236,0.08,6
2005-2006,200621,05/27/2006,Upper Southern,10,1854,0.54,7
2005-2006,200622,06/03/2006,Bay Area,0,1625,0.00,11
2005-2006,200622,06/03/2006,California,15,5507,0.27,33
2005-2006,200622,06/03/2006,Central,0,1053,0.00,4
2005-2006,200622,06/03/2006,Lower Southern,3,335,0.90,7
2005-2006,200622,06/03/2006,Northern,5,709,0.71,5
2005-2006,200622,06/03/2006,Upper Southern,7,1785,0.39,6
2005-2006,200623,06/10/2006,Bay Area,1,1627,0.06,8
2005-2006,200623,06/10/2006,California,75,7466,1.00,30
2005-2006,200623,06/10/2006,Central,0,113,0.00,2
2005-2006,200623,06/10/2006,Lower Southern,64,3383,1.89,11
2005-2006,200623,06/10/2006,Northern,1,484,0.21,3
2005-2006,200623,06/10/2006,Upper Southern,9,1859,0.48,6
2005-2006,200624,06/17/2006,Bay Area,1,1537,0.07,9
2005-2006,200624,06/17/2006,California,79,8751,0.90,34
2005-2006,200624,06/17/2006,Central,1,824,0.12,3
2005-2006,200624,06/17/2006,Lower Southern,68,4033,1.69,12
2005-2006,200624,06/17/2006,Northern,3,581,0.52,4
2005-2006,200624,06/17/2006,Upper Southern,6,1776,0.34,6
2005-2006,200625,06/24/2006,Bay Area,0,1588,0.00,8
2005-2006,200625,06/24/2006,California,74,8980,0.82,32
2005-2006,200625,06/24/2006,Central,0,764,0.00,2
2005-2006,200625,06/24/2006,Lower Southern,67,4257,1.57,13
2005-2006,200625,06/24/2006,Northern,5,646,0.77,4
2005-2006,200625,06/24/2006,Upper Southern,2,1725,0.12,5
2005-2006,200626,07/01/2006,Bay Area,2,1255,0.16,8
2005-2006,200626,07/01/2006,California,105,8071,1.30,32
2005-2006,200626,07/01/2006,Central,0,839,0.00,3
2005-2006,200626,07/01/2006,Lower Southern,96,3781,2.54,12
2005-2006,200626,07/01/2006,Northern,3,502,0.60,4
2005-2006,200626,07/01/2006,Upper Southern,4,1694,0.24,5
2005-2006,200627,07/08/2006,Bay Area,0,831,0.00,6
2005-2006,200627,07/08/2006,California,90,7340,1.23,31
2005-2006,200627,07/08/2006,Central,0,460,0.00,3
2005-2006,200627,07/08/2006,Lower Southern,87,4084,2.13,15
2005-2006,200627,07/08/2006,Northern,0,334,0.00,3
2005-2006,200627,07/08/2006,Upper Southern,3,1631,0.18,4
2005-2006,200628,07/15/2006,Bay Area,2,1150,0.17,5
2005-2006,200628,07/15/2006,California,91,8080,1.13,30
2005-2006,200628,07/15/2006,Central,0,472,0.00,2
2005-2006,200628,07/15/2006,Lower Southern,79,4276,1.85,15
2005-2006,200628,07/15/2006,Northern,0,530,0.00,4
2005-2006,200628,07/15/2006,Upper Southern,10,1652,0.61,4
2005-2006,200629,07/22/2006,Bay Area,1,1091,0.09,5
2005-2006,200629,07/22/2006,California,65,8039,0.81,26
2005-2006,200629,07/22/2006,Central,0,533,0.00,2
2005-2006,200629,07/22/2006,Lower Southern,60,4201,1.43,11
2005-2006,200629,07/22/2006,Northern,0,560,0.00,4
2005-2006,200629,07/22/2006,Upper Southern,4,1654,0.24,4
2005-2006,200630,07/29/2006,Bay Area,0,1093,0.00,6
2005-2006,200630,07/29/2006,California,69,8144,0.85,29
2005-2006,200630,07/29/2006,Central,1,718,0.14,3
2005-2006,200630,07/29/2006,Lower Southern,62,4106,1.51,12
2005-2006,200630,07/29/2006,Northern,0,543,0.00,4
2005-2006,200630,07/29/2006,Upper Southern,6,1684,0.36,4
2005-2006,200631,08/05/2006,Bay Area,0,884,0.00,5
2005-2006,200631,08/05/2006,California,34,6284,0.54,27
2005-2006,200631,08/05/2006,Central,0,142,0.00,2
2005-2006,200631,08/05/2006,Lower Southern,33,3043,1.08,13
2005-2006,200631,08/05/2006,Northern,0,520,0.00,3
2005-2006,200631,08/05/2006,Upper Southern,1,1695,0.06,4
2005-2006,200632,08/12/2006,Bay Area,0,1089,0.00,5
2005-2006,200632,08/12/2006,California,71,7766,0.91,28
2005-2006,200632,08/12/2006,Central,3,193,1.55,2
2005-2006,200632,08/12/2006,Lower Southern,62,4419,1.40,14
2005-2006,200632,08/12/2006,Northern,0,457,0.00,3
2005-2006,200632,08/12/2006,Upper Southern,6,1608,0.37,4
2005-2006,200633,08/19/2006,Bay Area,1,808,0.12,4
2005-2006,200633,08/19/2006,California,28,7032,0.40,27
2005-2006,200633,08/19/2006,Central,0,167,0.00,2
2005-2006,200633,08/19/2006,Lower Southern,22,3456,0.64,14
2005-2006,200633,08/19/2006,Northern,4,942,0.42,3
2005-2006,200633,08/19/2006,Upper Southern,1,1659,0.06,4
2005-2006,200634,08/26/2006,Bay Area,0,1145,0.00,5
2005-2006,200634,08/26/2006,California,53,8983,0.59,28
2005-2006,200634,08/26/2006,Central,0,263,0.00,3
2005-2006,200634,08/26/2006,Lower Southern,46,4323,1.06,14
2005-2006,200634,08/26/2006,Northern,3,1673,0.18,4
2005-2006,200634,08/26/2006,Upper Southern,4,1579,0.25,2
2005-2006,200635,09/02/2006,Bay Area,1,1477,0.07,7
2005-2006,200635,09/02/2006,California,25,8711,0.29,29
2005-2006,200635,09/02/2006,Central,0,570,0.00,3
2005-2006,200635,09/02/2006,Lower Southern,19,3162,0.60,11
2005-2006,200635,09/02/2006,Northern,1,1783,0.06,4
2005-2006,200635,09/02/2006,Upper Southern,4,1719,0.23,4
2005-2006,200636,09/09/2006,Bay Area,3,1210,0.25,6
2005-2006,200636,09/09/2006,California,66,8227,0.80,32
2005-2006,200636,09/09/2006,Central,0,588,0.00,2
2005-2006,200636,09/09/2006,Lower Southern,50,3199,1.56,16
2005-2006,200636,09/09/2006,Northern,6,1488,0.40,4
2005-2006,200636,09/09/2006,Upper Southern,7,1742,0.40,4
2005-2006,200637,09/16/2006,Bay Area,4,1477,0.27,6
2005-2006,200637,09/16/2006,California,92,10001,0.92,31
2005-2006,200637,09/16/2006,Central,1,686,0.15,3
2005-2006,200637,09/16/2006,Lower Southern,75,4517,1.66,14
2005-2006,200637,09/16/2006,Northern,7,1544,0.45,3
2005-2006,200637,09/16/2006,Upper Southern,5,1777,0.28,5
2005-2006,200638,09/23/2006,Bay Area,6,1300,0.46,6
2005-2006,200638,09/23/2006,California,112,9618,1.16,30
2005-2006,200638,09/23/2006,Central,1,607,0.16,3
2005-2006,200638,09/23/2006,Lower Southern,97,4675,2.07,14
2005-2006,200638,09/23/2006,Northern,1,1248,0.08,2
2005-2006,200638,09/23/2006,Upper Southern,7,1788,0.39,5
2005-2006,200639,09/30/2006,Bay Area,28,1531,1.83,6
2005-2006,200639,09/30/2006,California,122,9448,1.29,33
2005-2006,200639,09/30/2006,Central,0,554,0.00,3
2005-2006,200639,09/30/2006,Lower Southern,86,5297,1.62,16
2005-2006,200639,09/30/2006,Northern,1,394,0.25,2
2005-2006,200639,09/30/2006,Upper Southern,7,1672,0.42,6
2006-2007,200640,10/07/2006,Bay Area,85,3844,2.21,27
2006-2007,200640,10/07/2006,California,306,20691,1.48,114
2006-2007,200640,10/07/2006,Central,13,2322,0.56,18
2006-2007,200640,10/07/2006,Lower Southern,136,5486,2.48,25
2006-2007,200640,10/07/2006,Northern,10,2714,0.37,14
2006-2007,200640,10/07/2006,Upper Southern,62,6325,0.98,30
2006-2007,200641,10/14/2006,Bay Area,69,3961,1.74,30
2006-2007,200641,10/14/2006,California,329,21351,1.54,115
2006-2007,200641,10/14/2006,Central,15,2040,0.74,16
2006-2007,200641,10/14/2006,Lower Southern,172,6094,2.82,27
2006-2007,200641,10/14/2006,Northern,16,2894,0.55,14
2006-2007,200641,10/14/2006,Upper Southern,57,6362,0.90,28
2006-2007,200642,10/21/2006,Bay Area,79,4010,1.97,30
2006-2007,200642,10/21/2006,California,322,20996,1.53,115
2006-2007,200642,10/21/2006,Central,21,1937,1.08,16
2006-2007,200642,10/21/2006,Lower Southern,155,6201,2.50,27
2006-2007,200642,10/21/2006,Northern,17,2830,0.60,14
2006-2007,200642,10/21/2006,Upper Southern,50,6018,0.83,28
2006-2007,200643,10/28/2006,Bay Area,100,4123,2.43,31
2006-2007,200643,10/28/2006,California,267,20483,1.30,115
2006-2007,200643,10/28/2006,Central,11,1762,0.62,16
2006-2007,200643,10/28/2006,Lower Southern,98,5653,1.73,29
2006-2007,200643,10/28/2006,Northern,16,2592,0.62,13
2006-2007,200643,10/28/2006,Upper Southern,42,6353,0.66,26
2006-2007,200644,11/04/2006,Bay Area,106,4016,2.64,29
2006-2007,200644,11/04/2006,California,358,21874,1.64,122
2006-2007,200644,11/04/2006,Central,9,2234,0.40,17
2006-2007,200644,11/04/2006,Lower Southern,180,6664,2.70,33
2006-2007,200644,11/04/2006,Northern,23,2790,0.82,14
2006-2007,200644,11/04/2006,Upper Southern,40,6170,0.65,29
2006-2007,200645,11/11/2006,Bay Area,78,3813,2.05,28
2006-2007,200645,11/11/2006,California,335,21213,1.58,117
2006-2007,200645,11/11/2006,Central,16,2460,0.65,17
2006-2007,200645,11/11/2006,Lower Southern,178,6945,2.56,31
2006-2007,200645,11/11/2006,Northern,22,2444,0.90,14
2006-2007,200645,11/11/2006,Upper Southern,41,5551,0.74,27
2006-2007,200646,11/18/2006,Bay Area,85,3948,2.15,30
2006-2007,200646,11/18/2006,California,312,22015,1.42,119
2006-2007,200646,11/18/2006,Central,16,2217,0.72,17
2006-2007,200646,11/18/2006,Lower Southern,151,7102,2.13,30
2006-2007,200646,11/18/2006,Northern,23,2719,0.85,14
2006-2007,200646,11/18/2006,Upper Southern,37,6029,0.61,28
2006-2007,200647,11/25/2006,Bay Area,49,2342,2.09,29
2006-2007,200647,11/25/2006,California,265,14910,1.78,120
2006-2007,200647,11/25/2006,Central,16,1400,1.14,20
2006-2007,200647,11/25/2006,Lower Southern,147,5100,2.88,28
2006-2007,200647,11/25/2006,Northern,18,946,1.90,14
2006-2007,200647,11/25/2006,Upper Southern,35,5122,0.68,29
2006-2007,200648,12/02/2006,Bay Area,66,4274,1.54,28
2006-2007,200648,12/02/2006,California,329,22005,1.50,122
2006-2007,200648,12/02/2006,Central,35,3121,1.12,23
2006-2007,200648,12/02/2006,Lower Southern,167,5798,2.88,28
2006-2007,200648,12/02/2006,Northern,28,2653,1.06,15
2006-2007,200648,12/02/2006,Upper Southern,33,6159,0.54,28
2006-2007,200649,12/09/2006,Bay Area,65,3917,1.66,27
2006-2007,200649,12/09/2006,California,369,21962,1.68,123
2006-2007,200649,12/09/2006,Central,29,3451,0.84,23
2006-2007,200649,12/09/2006,Lower Southern,157,4714,3.33,28
2006-2007,200649,12/09/2006,Northern,42,2708,1.55,15
2006-2007,200649,12/09/2006,Upper Southern,76,7172,1.06,30
2006-2007,200650,12/16/2006,Bay Area,64,4200,1.52,29
2006-2007,200650,12/16/2006,California,405,22254,1.82,125
2006-2007,200650,12/16/2006,Central,36,3168,1.14,22
2006-2007,200650,12/16/2006,Lower Southern,201,6283,3.20,29
2006-2007,200650,12/16/2006,Northern,44,2608,1.69,17
2006-2007,200650,12/16/2006,Upper Southern,60,5995,1.00,28
2006-2007,200651,12/23/2006,Bay Area,63,2846,2.21,29
2006-2007,200651,12/23/2006,California,419,14647,2.86,114
2006-2007,200651,12/23/2006,Central,42,1479,2.84,20
2006-2007,200651,12/23/2006,Lower Southern,229,5089,4.50,27
2006-2007,200651,12/23/2006,Northern,45,1348,3.34,15
2006-2007,200651,12/23/2006,Upper Southern,40,3885,1.03,23
2006-2007,200652,12/30/2006,Bay Area,70,1662,4.21,22
2006-2007,200652,12/30/2006,California,262,10298,2.54,110
2006-2007,200652,12/30/2006,Central,29,819,3.54,20
2006-2007,200652,12/30/2006,Lower Southern,90,2584,3.48,23
2006-2007,200652,12/30/2006,Northern,34,1213,2.80,19
2006-2007,200652,12/30/2006,Upper Southern,39,4020,0.97,26
2006-2007,200701,01/06/2007,Bay Area,106,2552,4.15,23
2006-2007,200701,01/06/2007,California,475,15118,3.14,115
2006-2007,200701,01/06/2007,Central,25,690,3.62,19
2006-2007,200701,01/06/2007,Lower Southern,244,5482,4.45,29
2006-2007,200701,01/06/2007,Northern,45,1780,2.53,17
2006-2007,200701,01/06/2007,Upper Southern,55,4614,1.19,27
2006-2007,200702,01/13/2007,Bay Area,164,3872,4.24,29
2006-2007,200702,01/13/2007,California,612,20260,3.02,123
2006-2007,200702,01/13/2007,Central,47,1994,2.36,21
2006-2007,200702,01/13/2007,Lower Southern,289,6671,4.33,32
2006-2007,200702,01/13/2007,Northern,41,1730,2.37,14
2006-2007,200702,01/13/2007,Upper Southern,71,5993,1.18,27
2006-2007,200703,01/20/2007,Bay Area,164,3704,4.43,31
2006-2007,200703,01/20/2007,California,600,20115,2.98,128
2006-2007,200703,01/20/2007,Central,37,1846,2.00,22
2006-2007,200703,01/20/2007,Lower Southern,269,6401,4.20,31
2006-2007,200703,01/20/2007,Northern,44,2486,1.77,17
2006-2007,200703,01/20/2007,Upper Southern,86,5678,1.51,27
2006-2007,200704,01/27/2007,Bay Area,258,4463,5.78,30
2006-2007,200704,01/27/2007,California,893,23154,3.86,126
2006-2007,200704,01/27/2007,Central,61,2429,2.51,22
2006-2007,200704,01/27/2007,Lower Southern,395,7165,5.51,30
2006-2007,200704,01/27/2007,Northern,54,2716,1.99,18
2006-2007,200704,01/27/2007,Upper Southern,125,6381,1.96,26
2006-2007,200705,02/03/2007,Bay Area,230,4546,5.06,31
2006-2007,200705,02/03/2007,California,1099,25439,4.32,130
2006-2007,200705,02/03/2007,Central,122,2775,4.40,22
2006-2007,200705,02/03/2007,Lower Southern,423,7454,5.67,32
2006-2007,200705,02/03/2007,Northern,167,3992,4.18,16
2006-2007,200705,02/03/2007,Upper Southern,157,6672,2.35,29
2006-2007,200706,02/10/2007,Bay Area,271,4643,5.84,31
2006-2007,200706,02/10/2007,California,1212,25296,4.79,129
2006-2007,200706,02/10/2007,Central,108,2559,4.22,21
2006-2007,200706,02/10/2007,Lower Southern,438,7851,5.58,31
2006-2007,200706,02/10/2007,Northern,230,3489,6.59,16
2006-2007,200706,02/10/2007,Upper Southern,165,6754,2.44,30
2006-2007,200707,02/17/2007,Bay Area,180,4097,4.39,27
2006-2007,200707,02/17/2007,California,1003,25180,3.98,125
2006-2007,200707,02/17/2007,Central,117,2358,4.96,20
2006-2007,200707,02/17/2007,Lower Southern,405,7507,5.39,33
2006-2007,200707,02/17/2007,Northern,176,3369,5.22,17
2006-2007,200707,02/17/2007,Upper Southern,125,7849,1.59,28
2006-2007,200708,02/24/2007,Bay Area,158,3803,4.15,30
2006-2007,200708,02/24/2007,California,814,24390,3.34,124
2006-2007,200708,02/24/2007,Central,98,2212,4.43,19
2006-2007,200708,02/24/2007,Lower Southern,376,6814,5.52,31
2006-2007,200708,02/24/2007,Northern,74,3112,2.38,15
2006-2007,200708,02/24/2007,Upper Southern,108,8449,1.28,29
2006-2007,200709,03/03/2007,Bay Area,140,4118,3.40,30
2006-2007,200709,03/03/2007,California,686,24026,2.86,126
2006-2007,200709,03/03/2007,Central,95,2484,3.82,21
2006-2007,200709,03/03/2007,Lower Southern,311,6909,4.50,31
2006-2007,200709,03/03/2007,Northern,62,3142,1.97,17
2006-2007,200709,03/03/2007,Upper Southern,78,7373,1.06,27
2006-2007,200710,03/10/2007,Bay Area,149,3760,3.96,22
2006-2007,200710,03/10/2007,California,744,25851,2.88,123
2006-2007,200710,03/10/2007,Central,85,2629,3.23,21
2006-2007,200710,03/10/2007,Lower Southern,367,8133,4.51,34
2006-2007,200710,03/10/2007,Northern,59,3072,1.92,17
2006-2007,200710,03/10/2007,Upper Southern,84,8257,1.02,29
2006-2007,200711,03/17/2007,Bay Area,133,3957,3.36,21
2006-2007,200711,03/17/2007,California,567,24994,2.27,115
2006-2007,200711,03/17/2007,Central,60,2577,2.33,20
2006-2007,200711,03/17/2007,Lower Southern,264,7766,3.40,33
2006-2007,200711,03/17/2007,Northern,36,2547,1.41,15
2006-2007,200711,03/17/2007,Upper Southern,74,8147,0.91,26
2006-2007,200712,03/24/2007,Bay Area,79,3540,2.23,22
2006-2007,200712,03/24/2007,California,396,20226,1.96,116
2006-2007,200712,03/24/2007,Central,29,1914,1.52,19
2006-2007,200712,03/24/2007,Lower Southern,199,5787,3.44,33
2006-2007,200712,03/24/2007,Northern,30,1904,1.58,15
2006-2007,200712,03/24/2007,Upper Southern,59,7081,0.83,27
2006-2007,200713,03/31/2007,Bay Area,56,2860,1.96,21
2006-2007,200713,03/31/2007,California,317,18211,1.74,109
2006-2007,200713,03/31/2007,Central,20,1466,1.36,15
2006-2007,200713,03/31/2007,Lower Southern,155,4472,3.47,32
2006-2007,200713,03/31/2007,Northern,22,2371,0.93,15
2006-2007,200713,03/31/2007,Upper Southern,64,7042,0.91,26
2006-2007,200714,04/07/2007,Bay Area,72,4094,1.76,29
2006-2007,200714,04/07/2007,California,228,20018,1.14,121
2006-2007,200714,04/07/2007,Central,11,1197,0.92,17
2006-2007,200714,04/07/2007,Lower Southern,52,4065,1.28,31
2006-2007,200714,04/07/2007,Northern,17,2673,0.64,14
2006-2007,200714,04/07/2007,Upper Southern,76,7989,0.95,30
2006-2007,200715,04/14/2007,Bay Area,42,2685,1.56,25
2006-2007,200715,04/14/2007,California,395,20013,1.97,118
2006-2007,200715,04/14/2007,Central,7,1144,0.61,19
2006-2007,200715,04/14/2007,Lower Southern,286,6051,4.73,30
2006-2007,200715,04/14/2007,Northern,10,2476,0.40,14
